,Week,Date,Home Team,Away Team,Spread,Opening Spread,inter_spread_1,inter_spread_2,inter_spread_3,Home Points,Away Points,clean_breaks_home,clean_breaks_away,turnovers_won_home,turnovers_won_away,home_penalties_conceded,away_penalties_conceded,yellow_card_home,yellow_card_away,penalties_conceded,Turnover,home_turnovers_conceded,away_turnovers_conceded
169,16,2023-03-24,Zebre,Cardiff Blues,8.5,10.5,9.5,8.5,,30.0,34.0,8.0,1.0,9.0,8.0,10.0,11.0,,,-1.0,-1.0,,
170,16,2023-03-24,Leinster,Stormers,-6.5,-14.5,-10.5,-6.5,,22.0,22.0,1.0,6.0,5.0,6.0,8.0,10.0,,,-2.0,1.0,,
171,16,2023-03-25,Benetton,Lions,-8.5,-3.5,-6.5,-6.5,,28.0,32.0,7.0,8.0,6.0,6.0,7.0,7.0,,,0.0,0.0,,
172,16,2023-03-25,Ospreys,Dragons,-8.5,-9.5,-9.5,-9.5,,37.0,18.0,11.0,3.0,8.0,5.0,11.0,8.0,,,3.0,-3.0,,
173,16,2023-03-25,Connacht,Edinburgh,-4.5,-6.5,-8.5,-8.5,,41.0,26.0,2.0,1.0,6.0,1.0,9.0,10.0,,,-1.0,-5.0,,
174,16,2023-03-25,Munster,Glasgow Warriors,-11.5,-10.5,-11.5,-11.5,,26.0,38.0,5.0,6.0,5.0,5.0,7.0,11.0,,,-4.0,0.0,,
175,16,2023-03-25,Ulster,Bulls,-8.5,-9.5,-9.5,-9.5,,32.0,23.0,2.0,4.0,0.0,3.0,8.0,16.0,,,-8.0,3.0,,
176,16,2023-03-25,Scarlets,Sharks,8.5,3.5,4.5,5.5,,32.0,20.0,10.0,4.0,8.0,6.0,19.0,12.0,,,7.0,-2.0,,
177,17,2023-04-14,Sharks,Benetton,-15.5,-15.5,-15.5,-15.5,,43.0,33.0,8.0,8.0,12.0,3.0,7.0,12.0,,,-5.0,-9.0,,
178,17,2023-04-14,Glasgow Warriors,Scarlets,-18.5,-12.5,-18.5,-18.5,,12.0,9.0,2.0,4.0,5.0,3.0,7.0,12.0,,,-5.0,-2.0,,
179,17,2023-04-14,Ulster,Dragons,-27.5,-25.5,-25.5,-27.5,,40.0,19.0,13.0,5.0,10.0,6.0,5.0,11.0,,,-6.0,-4.0,,
180,17,2023-04-15,Lions,Leinster,-2.5,6.5,-1.5,-1.5,,36.0,39.0,8.0,5.0,3.0,5.0,6.0,9.0,,,-3.0,2.0,,
181,17,2023-04-15,Bulls,Zebre,-25.5,-23.5,-23.5,-24.5,,78.0,12.0,17.0,1.0,7.0,4.0,7.0,8.0,,,-1.0,-3.0,,
182,17,2023-04-15,Stormers,Munster,-7.5,-7.5,-6.5,-7.5,,24.0,26.0,3.0,2.0,4.0,5.0,7.0,12.0,,,-5.0,1.0,,
183,17,2023-04-15,Edinburgh,Ospreys,-8.5,-9.5,-9.5,-8.5,,45.0,21.0,8.0,4.0,11.0,6.0,13.0,18.0,,,-5.0,-5.0,,
184,17,2023-04-15,Connacht,Cardiff Blues,-8.5,-7.5,-7.5,-8.5,,38.0,19.0,5.0,3.0,8.0,3.0,8.0,8.0,,,0.0,-5.0,,
185,18,2023-04-21,Stormers,Benetton,-24.5,-24.5,-24.5,,,38.0,22.0,5.0,6.0,4.0,4.0,9.0,12.0,,,-3.0,0.0,,
186,18,2023-04-21,Ulster,Edinburgh,-11.5,-15.5,-11.5,,,28.0,14.0,5.0,4.0,7.0,9.0,4.0,12.0,,,-8.0,2.0,,
187,18,2023-04-22,Lions,Zebre,-26.5,-23.5,-24.5,,,50.0,35.0,14.0,8.0,5.0,6.0,7.0,11.0,,,-4.0,1.0,,
188,18,2023-04-22,Dragons,Scarlets,6.5,6.5,6.5,,,31.0,14.0,3.0,2.0,3.0,4.0,14.0,12.0,,,2.0,1.0,,
189,18,2023-04-22,Bulls,Leinster,-13.5,-13.5,-13.5,,,62.0,7.0,16.0,2.0,7.0,7.0,6.0,13.0,,,-7.0,0.0,,
190,18,2023-04-22,Sharks,Munster,-5.5,-5.5,-5.5,,,22.0,22.0,2.0,1.0,1.0,2.0,10.0,9.0,,,1.0,1.0,,
191,18,2023-04-22,Ospreys,Cardiff Blues,-2.5,1.5,1.5,,,21.0,38.0,1.0,3.0,6.0,5.0,15.0,11.0,,,4.0,-1.0,,
192,18,2023-04-22,Glasgow Warriors,Connacht,-8.5,-8.5,-8.5,,,29.0,27.0,4.0,1.0,5.0,5.0,10.0,12.0,,,-2.0,0.0,,
193,19,2023-05-06,Glasgow Warriors,Munster,1.5,1.5,,,,5.0,14.0,9.0,1.0,8.0,12.0,8.0,12.0,,,-4.0,4.0,,
194,19,2023-05-06,Stormers,Bulls,-8.5,-5.5,,,,33.0,21.0,11.0,9.0,12.0,3.0,8.0,12.0,,,-4.0,-9.0,,
195,19,2023-05-06,Ulster,Connacht,-10.5,-10.5,,,,10.0,15.0,8.0,5.0,7.0,10.0,18.0,11.0,,,7.0,3.0,,
196,19,2023-05-06,Leinster,Sharks,-18.5,-18.5,,,,35.0,5.0,7.0,4.0,5.0,7.0,10.0,8.0,,,2.0,2.0,,
197,20,2023-05-08,Stormers,Connacht,-14.5,-14.5,,,,,,,,,,,,,,0.0,0.0,,
198,20,2023-05-08,Leinster,Munster,-15.5,-14.5,,,,,,,,,,,,,,,,,
