,Week,Date,Home Team,Away Team,Spread,Opening Spread,Totals,home_win,away_win,inter_spread_1,inter_spread_2,inter_spread_3,Home Points,Away Points,clean_breaks_home,clean_breaks_away,turnovers_won_home,turnovers_won_away,home_penalties_conceded,away_penalties_conceded,yellow_card_home,yellow_card_away,penalties_conceded,Turnover,MOTM,Team,Unnamed: 26
204,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
205,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
206,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
207,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
208,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
209,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
210,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
211,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
212,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
213,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
214,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
215,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
216,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
217,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
218,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
219,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
220,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
221,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
222,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
223,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
224,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
225,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
226,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
227,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
228,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
229,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
230,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
231,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
